card,cardType,level,DE,EN,UK,RU
2-35,answer,,"Random Frage, klare Antwort: Wir sehen mehr Schiffe als pinke Surfbretter. Zehn Schiffe (davon sieben im Wasser und drei auf den Straßen) stehen die insgesamt sechs pinken Surfbretter auf (je eins beim Haupteingang, bei den drehenden Teetassen, bei Muscle Car, bei der Excalibur Challenge, im Sprungbecken und auf Sonderkarte 2.31). Über das Schiffswrack und weitere Schiffe, die sich eventuell noch im Hafenterminal „verstecken“, lässt sich streiten. Aber an der Antwort ändert das nichts. Unser Zählfetisch is befriedigt.","Random question, clear answer: We see more ships than pink surfboards. Ten ships (seven in the water and three on the streets) oppose a total of six pink surfboards (one each at the main entrance, at the spinning teacups, at the muscle car, at the Excalibur Challenge, in the diving pool, and on special card 2.31). One could argue about the shipwreck and other ships that might be 'hiding' in the harbor terminal. But that doesn't change the answer. Our counting fetish is satisfied.","Дивне питання, але чітка відповідь: ми бачимо більше кораблів, ніж рожевих дошок для серфінгу. Десять кораблів (сім у воді та три на вулицях) протистоять усього шести рожевим дошкам (по одній біля головного входу, біля чайних чашок, біля маслкара, біля Excalibur Challenge, у басейні та на спеціальній карті 2.31). Про уламки корабля та інші судна, які можуть ховатися в порту, можна сперечатися, але на відповідь це не впливає. Наша пристрасть до підрахунків задоволена.","Странный вопрос, но четкий ответ: мы видим больше кораблей, чем розовых досок для серфинга. Десять кораблей (семь в воде и три на улицах) противостоят всего шести розовым доскам (по одной у главного входа, у чайных чашек, у масл-кара, у Excalibur Challenge, в бассейне и на специальной карте 2.31). Про обломки корабля и другие суда, которые могут прятаться в порту, можно спорить, но на ответ это не влияет. Наша страсть к подсчетам удовлетворена."
2-36,question,2,"Warum das Strandhaus damals in Flammen aufging, weiß Tick offenbar nicht: „Irgendwann hat’s halt gebrannt. Die Flammen in Kombination mit dem Lichtkegel des Leuchtturms, das sah schon gespenstisch aus ...“ Alles sehr merkwürdig. Wir blicken vom Strandweg zurück in Richtung Spooky Festival. Da springt uns eine Person mit Benzinkanister ins Auge. Verdammt!
Frage: Wo befindet sich diese Person – und was hat sie vor?","Apparently Tick doesn't know why the beach house went up in flames back then: 'At some point it just burned. The flames combined with the beam of the lighthouse, that looked really spooky...' Everything is very strange. We look back from the beach path toward the Spooky Festival. Suddenly, a person with a jerrycan of petrol catches our eye. Damn!
Question: Where is this person located – and what is their plan?","Чому пляжний будинок тоді загорівся, Тік, схоже, не знає: «Якось просто спалахнув. Полум'я разом із променем світла від маяка — це виглядало справді моторошно...» Усе це дуже підозріло. Ми дивимося з пляжної стежки назад у бік Spooky Festival. Раптом нам впадає в око постать із каністрою бензину. Прокляття!
Запитання: Де перебуває ця людина — і що вона замислила?","Почему пляжный дом тогда загорелся, Тик, похоже, не знает: «Как-то просто полыхнул. Пламя в сочетании с лучом света от маяка — это выглядело действительно жутко...» Всё это очень подозрительно. Мы смотрим с пляжной тропинки обратно в сторону Spooky Festival. Вдруг нам бросается в глаза фигура с канистрой бензина. Проклятье!
Вопрос: Где находится этот человек — и что он задумал?"
2-37,answer,,"Die Person steht unter einem Baum bei den Schiffscontainern. Sie steckt in einem gelben Raumanzug und has eine breite Benzinspur zum Kinderkarussell gelegt. Offensichtlich will sie das Fahrgeschäft in Brand setzen! Dritter Sabotageakt! Tatort: Kinderkarussell. Als die Person ihr Feuerzeug zückt, brüllen wir lautstark los und sprinten hinüber!","The person is standing under a tree near the shipping containers. They are wearing a yellow hazmat suit and have laid a wide trail of petrol to the children's carousel. Obviously, they want to set the ride on fire! Third act of sabotage! Crime scene: children's carousel. As the person whips out their lighter, we yell at the top of our lungs and sprint over!","Людина стоїть під деревом біля вантажних контейнерів. Вона одягнена в жовтий скафандр і проклала широку бензинову доріжку до дитячої каруселі. Очевидно, вона хоче підпалити атракціон! Третя диверсія! Місце злочину: дитяча карусель. Коли людина дістає запальничку, ми голосно кричимо та щосили біжимо туди!","Человек стоит под деревом возле грузовых контейнеров. Он одет в желтый скафандр и проложил широкую бензиновую дорожку к детской карусели. Очевидно, он хочет поджечь аттракцион! Третья диверсия! Место преступления: детская карусель. Когда человек достает зажигалку, мы громко кричим и изо всех сил бежим туда!"
2-38,question,3,"Alarmiert setzt die Person die Benzinspur in Brand und rennt davon. Wir müssen schnellstmöglich reagieren, um zu verhindern, dass sich der Brand ausweitet und das Kinderkarussell in Flammen aufgeht! Achtung, Spielanweisung: Zur Beantwortung der nächsten Frage habt ihr nur Pi mal Daumen eine Minute Zeit! Zeitmessung in Eigenregie ...
Frage: Auf welche drei verschiedenen Mittel der Brandbekämpfung können wir spontan zurückgreifen?","Alarmed, the person sets the petrol trail on fire and runs away. We must react as quickly as possible to prevent the fire from spreading and the children's carousel from going up in flames! Attention, game instruction: to answer the next question, you only have about one minute! Measure the time yourself...
Question: Which three different means of firefighting can we spontaneously resort to?","Наляканий підпалювач підпалює бензинову доріжку та тікає. Ми маємо діяти миттєво, щоб вогонь не поширився і дитяча карусель не згоріла вщент! Увага, ігрова інструкція: на відповідь на наступне запитання у вас є лише близько однієї хвилини! Засікайте час самостійно...
Запитання: Які три різні засоби пожежогасіння ми можемо використати прямо зараз?","Испуганный поджигатель поджигает бензиновую дорожку и убегает. Мы должны действовать мгновенно, чтобы огонь не распространился и детская карусель не сгорела дотла! Внимание, игровая инструкция: на ответ на следующий вопрос у вас есть всего около одной минуты! Засекайте время самостоятельно...
Вопрос: Какие три различных средства пожаротушения мы можем использовать прямо сейчас?"
2-39,answer,,"Am Anfang des Strandwegs auf Sonderkarte 2.31 steht ein großer Sandeimer – Sand zum Löschen, perfekt! Die daneben liegende Picknickdecke nutzen wir ganz optimistisch als Löschdecke. Und die beim Autoscooter und beim Muscle Car stehenden Feuerlöscher verwenden wir auch noch. Die vielen Putz- und Wassereimer dagegen ignorieren wir, weil sich Benzin und Wasser bekanntlich nicht vertragen und wir das Feuer dadurch nur verteilen würden. Puh, durchatmen! Den Brand konnten wir in letzter Sekunde löschen. Aber der Feuerteufel ist uns dummerweise entwischt.","At the beginning of the beach path on special card 2.31, there is a large sand bucket – sand for extinguishing, perfect! We optimistically use the adjacent picnic blanket as a fire blanket. And we also use the fire extinguishers located at the bumper cars and the muscle car. We ignore the many cleaning and water buckets, however, because petrol and water famously do not mix, and we would only spread the fire further. Phew, breathe! We managed to extinguish the fire at the very last second. But unfortunately, the arsonist got away.","На початку пляжної стежки на спеціальній карті 2.31 стоїть велике відро з піском — пісок для гасіння, ідеально! Пікнікову ковдру поруч ми оптимістично використовуємо як протипожежне покривало. Також ми застосовуємо вогнегасники біля автодрому та маслкара. Численні відра для прибирання та з водою ми натомість ігноруємо, адже бензин із водою, як відомо, не змішуються, і ми лише рознесли б вогонь далі. Хух, можна видихнути! Ми змогли загасити пожежу в останню секунду. Але палій, на жаль, від нас втік.","В начале пляжной тропинки на специальной карте 2.31 стоит большое ведро с песком — песок для тушения, идеально! Пикниковое одеяло рядом мы оптимистично используем как противопожарное покрывало. Также мы применяем огнетушители у автодрома и масл-кара. Многочисленные ведра для уборки и с водой мы вместо этого игнорируем, ведь бензин с водой, как известно, не смешиваются, и мы только разнесли бы огонь дальше. Фух, можно выдохнуть! Мы смогли потушить пожар в последнюю секунду. Но поджигатель, к сожалению, от нас ускользнул."
2-40,story,,"Jede Wette, dass uns hier gerade die Person durch die Lappen gegangen ist, die hinter den Sabotageakten steckt. Oder handelt es sich womöglich sogar um eine Gruppe an Täterinnen und Tätern? Vieles bleibt rätselhaft. Wir resümieren: Deborah Szabó verschwindet nach einem heftigen Streit mit ihrem Vater Walt. Eine Investorengruppe wähnt sich bereits im Besitz des Parkgeländes, auf das auch die Hafengesellschaft ein Auge geworfen hat. Und warum will Opa Walt partout nicht verkaufen, obwohl das Angebot gut ist und die Einnahmen des Spooky Festivals mittlerweile gegen Null gehen? Irgendwas ist hier oberfaul ...","We would bet any money that the person who is behind the acts of sabotage just slipped through our fingers. Or is it possibly even a group of culprits? Much remains mysterious. We summarize: Deborah Szabó disappears after a fierce argument with her father Walt. An investor group already believes they own the park grounds, which the harbor company has also cast an eye upon. And why does Grandpa Walt absolutely refuse to sell, even though the offer is good and the Spooky Festival's earnings are now near zero? Something here is extremely fishy...","Б'ємося об заклад, що від нас щойно вислизнув той самий зловмисник, який стоїть за всіма диверсіями. Або, можливо, це взагалі ціла банда? Багато що залишається загадкою. Підіб'ємо підсумки: Дебора Сабо зникає після гучної сварки зі своїм батьком Уолтом. Група інвесторів уже бачить себе власниками парку, на який також поклала око портова компанія. І чому дідусь Уолт так вперто відмовляється продавати землю, хоча пропозиція вигідна, а доходи Spooky Festival зараз практично на нулі? Тут явно коїться щось дуже темне...","Бьемся об заклад, что от нас только что ускользнул тот самый злоумышленник, который стоит за всеми диверсиями. Или, возможно, это вообще целая банда? Многое остается загадкой. Подведем итоги: Дебора Сабо исчезает после крупной ссоры со своим отцом Уолтом. Группа инвесторов уже видит себя владельцами парка, на который также положила глаз портовая компания. И почему дедушка Уолт так упрямо отказывается продавать землю, хотя предложение выгодное, а доходы Spooky Festival сейчас практически на нуле? Тут явно творится что-то очень темное..."
3-1,early,,"Wir befinden uns als verdecktes Ermittlungsteam auf dem Gelände des Spooky Festivals, um eine Serie von Sabotageakten aufzuklären. Obendrein müssen wir die Sicherheit am heutigen Halloween-Abend - dem einzigen gut besuchten Event des Jahres - gewährleisten. Einen Brandanschlag auf das Kinderkarussell konnten wir in letzter Sekunde vereiteln, zerstörte Toiletten und Brechmittel im Slush-Eis leider nicht. Deborah Szabó, die leitende Geschäftsführerin des Parks, wird seit zwei Tagen vermisst. Eine Investorengruppe und die Hafengesellschaft wollen sich das Parkgelände unter den Nagel reißen. Aber Patriarch Walt Szabó
lehnt trotz guter Angebote entschieden ab.","We are on the grounds of the Spooky Festival as an undercover investigation team to solve a series of acts of sabotage. On top of that, we have to ensure security on tonight's Halloween evening - the only well-attended event of the year. We managed to thwart an arson attack on the children's carousel at the last second, but unfortunately not the destroyed toilets and the emetics in the slush ice. Deborah Szabó, the park's managing director, has been missing for two days. A group of investors and the port authority want to get their hands on the park grounds. But patriarch Walt Szabó firmly refuses despite good offers.","Ми перебуваємо на території Спукі Фестивалю як команда слідчих під прикриттям, щоб розкрити серію актів саботажу. До того ж, ми маємо забезпечити безпеку сьогоднішнього вечора на Гелловін — єдиного заходу року з великою кількістю відвідувачів. Підпал дитячої каруселі нам вдалося зірвати в останню секунду, а от зруйновані туалети та блювотні засоби у фруктовому льоді, на жаль, ні. Дебора Сабо, керуюча директорка парку, зникла два дні тому. Група інвесторів і портова компанія хочуть прибрати до рук територію парку. Але патріарх Уолт Сабо рішуче відмовляється, незважаючи на вигідні пропозиції.","Мы находимся на территории Спуки Фестиваля как команда следователей под прикрытием, чтобы раскрыть серию актов саботажа. Вдобавок ко всему, мы должны обеспечить безопасность сегодняшним вечером на Хэллоуин — единственного мероприятия в году с большим числом посетителей. Поджог детской карусели нам удалось сорвать в последнюю секунду, а вот разрушенные туалеты и рвотные средства во фруктовом льду, к сожалению, нет. Дебора Сабо, управляющий директор парка, пропала два дня назад. Группа инвесторов и портовая компания хотят прибрать к рукам территорию парка. Но патриарх Уолт Сабо решительно отказывается, несмотря на выгодные предложения."
3-2,question,2,"Die Sache ist verworrener, als wir anfangs dachten. Zu allem Überfluss knurrt uns immer noch der Magen, hier sollten wir ansetzen! Tacos? Sind nach dem versuchten Raub leider
noch nicht wieder erhältlich. Hot Dogs? Trotz Rabatt-Flyer zu teuer - außerdem ist uns der Appetit darauf vergangen, seitdem unser Einsatzleiter - Hauptkommissar Jenkins - ein paar arme Würstchen der geheimen Spezialeinheit in Hot Dog Kostüme gesteckt hat. Was
bleibt uns also kulinarisch übrig? Pommes!
Frage: Wo gibt es die beliebtesten
Pommes zu kaufen?","The matter is more confusing than we initially thought. To make matters worse, our stomachs are still growling, we should start here! Tacos? Unfortunately not available again after the attempted robbery. Hot dogs? Too expensive despite the discount flyer - besides, we've lost our appetite for them since our task force leader - Chief Inspector Jenkins - put a few poor sausages from the secret special unit into hot dog costumes. So what's left for us culinary-wise? Fries!
Question: Where can you buy the most popular fries?","Справа заплутаніша, ніж ми думали спочатку. На довершення всього, у нас досі бурчить у животі, тож варто почати з цього! Тако? На жаль, після спроби пограбування вони знову недоступні. Хот-доги? Занадто дорого, незважаючи на флаєр зі знижкою — крім того, ми втратили до них апетит після того, як наш керівник операції, головний інспектор Дженкінс, вдягнув кількох бідолах із секретного спецпідрозділу в костюми хот-догів. То що в нас залишається з їжі? Картопля фрі!
Запитання: Де можна купити найпопулярнішу картоплю фрі?","Дело запутаннее, чем мы думали поначалу. В довершение всего, у нас до сих пор урчит в животе, так что стоит начать с этого! Тако? К сожалению, после попытки ограбления они снова недоступны. Хот-доги? Слишком дорого, несмотря на флаер со скидкой — кроме того, мы потеряли к ним аппетит после того, как наш руководитель операции, главный инспектор Дженкинс, одел нескольких бедолаг из секретного спецподразделения в костюмы хот-догов. Так что же у нас остается из еды? Картошка фри!
Вопрос: Где можно купить самую популярную картошку фри?"
3-3,answer,,"Bei „Joe's Tacos"" sind Pommes auf dem Aushang durchgestrichen. Der Pizzawagen bietet Pommes mit roter „Yummy Sauce“ an. Aber fast alle Pommes-Tüten, mit denen die Leute im Park herumlaufen, sind mit einer merkwürdig grünen Soße überzogen. Das kann nur die  vielbeschworene „Spooky Sauce"" sein, die es laut Aufsteller auf Sonderkarte 2.20 am Hot Dog Wagen beim Riesenrad gibt. Pommes süß-sauer deluxe! Genüsslich schmatzend drehen wir unsere Runde. Da schau her: Am Schießstand treffen wir auf zwei Personen unseres Berufsstandes.","At ""Joe's Tacos"", fries are crossed out on the notice. The pizza truck offers fries with red ""Yummy Sauce"". But almost all the fry bags that people are walking around the park with are covered in a strangely green sauce. This can only be the much-invoked ""Spooky Sauce"", which according to the standee on special card 2.20 is available at the hot dog cart by the Ferris wheel. Sweet and sour fries deluxe! Smacking our lips with pleasure, we take our stroll. Look here: At the shooting gallery we meet two people of our profession.","У «Joe's Tacos» картопля фрі викреслена на вивісці. Фургон із піцою пропонує фрі з червоним «Yummy Sauce». Але майже всі пакетики з картоплею, з якими люди ходять по парку, политі дивним зеленим соусом. Це може бути лише той самий розрекламований «Spooky Sauce», який, судячи зі стенда на спеціальній картці 2.20, продається у візку з хот-догами біля колеса огляду. Кисло-солодка картопля фрі делюкс! З насолодою плямкаючи, ми робимо обхід. Аж гляньте: у тирі ми зустрічаємо двох людей нашої професії.","В «Joe's Tacos» картошка фри вычеркнута на вывеске. Фургон с пиццей предлагает фри с красным «Yummy Sauce». Но почти все пакетики с картошкой, с которыми люди ходят по парку, политы странным зеленым соусом. Это может быть только тот самый разрекламированный «Spooky Sauce», который, судя по стенду на специальной карте 2.20, продается в тележке с хот-догами у колеса обозрения. Кисло-сладкая картошка фри делюкс! С наслаждением чавкая, мы делаем обход. Ну-ка посмотри: в тире мы встречаем двух людей нашей профессии."
3-4,image,,,,,
3-5,question,3,"Tick, der im pinken Hasenkostüm steckende jüngste Sohn der verschwundenen Deborah Szabó, taucht mal wieder überraschend neben uns auf. „Boah, die Herren und Damen Sheriffs, wie cool!""
Frage: Für welchen Gewinn sparen die „Sheriffs"" ihre Chips - und wie viele Punkte fehlen ihnen noch dafür?","Tick, the youngest son of the missing Deborah Szabó, who is wearing a pink bunny costume, unexpectedly pops up next to us again. 'Wow, the gentlemen and lady sheriffs, how cool!'
Question: Which prize are the 'sheriffs' saving their chips for - and how many points are they still missing for it?","Тік, молодший син зниклої Дебори Сабо, одягнений у костюм рожевого кролика, знову несподівано з'являється поруч із нами. «Ого, панове шерифи, як круто!»
Запитання: На який приз відкладають свої фішки «шерифи» — і скільки балів їм для цього не вистачає?","Тик, младший сын пропавшей Деборы Сабо, одетый в костюм розового кролика, снова неожиданно появляется рядом с нами. «Ого, господа шерифы, как круто!»
Вопрос: На какой приз откладывают свои фишки «шерифы» — и сколько баллов им для этого не хватает?"
3-6,answer,,"Die „Sheriffs"" haben schon einige bunte Punktechips gesammelt. Über die Wertigkeit der Farben klären uns violette Schilder auf, die an fünf Stellen auf dem Gelände hängen (unter anderem direkt am Schießstand auf Sonderkarte 3.04): 5 Punkte pro gelbem Chip, 10 pro pinkem Chip und 50 pro grünem Chip. 200 Punkte haben die Sheriffs also bereits. Daraus folgern wir, dass sie es auf den Hauptpreis der Gewinnausgabe auf Sonderkarte 2.19 abgesehen haben: einen großen, schnuckeligen Teddybären. Nach Adam Riese fehlen ihnen dafür noch 50 Punkte.","The 'sheriffs' have already collected a few colorful point chips. Purple signs, hanging in five places on the grounds (including right at the shooting gallery on special card 3.04), explain the value of the colors: 5 points per yellow chip, 10 per pink chip and 50 per green chip. So the sheriffs already have 200 points. We conclude from this that they are aiming for the main prize at the prize counter on special card 2.19: a large, cute teddy bear. According to simple math, they are still 50 points short.","«Шерифи» вже назбирали трохи різнокольорових фішок. Фіолетові таблички, що висять у п'яти місцях на території (зокрема й просто в тирі на спеціальній картці 3.04), пояснюють цінність кольорів: 5 балів за жовту фішку, 10 за рожеву та 50 за зелену. Отже, шерифи вже мають 200 балів. З цього ми робимо висновок, що вони націлилися на головний приз у пункті видачі на спеціальній картці 2.19: великого милого плюшевого ведмедика. За простими підрахунками, їм не вистачає ще 50 балів.","«Шерифы» уже собрали немного разноцветных фишек. Фиолетовые таблички, висящие в пяти местах на территории (в том числе прямо в тире на специальной карте 3.04), объясняют ценность цветов: 5 баллов за желтую фишку, 10 за розовую и 50 за зеленую. Итак, у шерифов уже есть 200 баллов. Из этого мы делаем вывод, что они нацелились на главный приз в пункте выдачи на специальной карте 2.19: большого милого плюшевого медвежонка. По простым подсчетам, им не хватает еще 50 баллов."
3-7,question,1,"Amüsiert schauen wir den beiden beim SchieBen zu (Trefferquote 1 zu 10) und verdrücken unsere letzten Pommes. Als wir die leeren Packungen in den Müll schmeißen, werden wir von Tick freundlich, aber bestimmt auf das Prinzip der Mülltrennung hingewiesen. Recht hat er. Wobei hier schon ein bisschen was durcheinandergeraten zu sein scheint.
Frage: Welche beiden Mülltonnen sind vertauscht?","Amused, we watch the two of them shoot (hit rate 1 in 10) and scarf down our last fries. When we throw the empty packages into the trash, Tick points out the principle of waste separation to us in a friendly but firm manner. He is right. Although things seem to have gotten a little mixed up here.
Question: Which two trash cans are swapped?","Ми з усмішкою спостерігаємо за їхньою стрільбою (влучність 1 із 10) і доїдаємо останню картоплю фрі. Коли ми викидаємо порожні упаковки у смітник, Тік привітно, але твердо нагадує нам про принцип сортування сміття. Він має рацію. Хоча тут, здається, дещо переплутали.
Запитання: Які два сміттєві баки поміняли місцями?","Мы с улыбкой наблюдаем за их стрельбой (меткость 1 из 10) и доедаем последнюю картошку фри. Когда мы выбрасываем пустые упаковки в мусор, Тик приветливо, но твердо напоминает нам о принципе сортировки мусора. Он прав. Хотя здесь, кажется, кое-что перепутали.
Вопрос: Какие два мусорных бака поменяли местами?"
3-8,answer,,"Die beiden linken der vier Mülltonnen vorm großen Festzelt sind vertauscht: Die gelbe steht unter dem grünen Schild, die grüne unter dem gelben Schild. Folglich steckt dort der Blumenstrauß fälschlicherweise in der gelben Plastiktonne statt in der grünen Biotonne. Auf Sonderkarte 2.19 wurde außerdem noch eine Flasche falsch entsorgt: Sie steckt in der blauen Papiertonne statt in der roten Glastonne. Zwar kein weiterer Sabotageakt, trotzdem skandalös!","The two on the left of the four trash cans in front of the large marquee have been swapped: The yellow one is under the green sign, the green one under the yellow sign. Consequently, the bouquet of flowers is mistakenly in the yellow plastic bin instead of the green organic bin. On special card 2.19, a bottle was also disposed of incorrectly: It is in the blue paper bin instead of the red glass bin. Although not another act of sabotage, it is still scandalous!","Два ліві з чотирьох сміттєвих баків перед великим наметом переплутали місцями: жовтий стоїть під зеленою табличкою, а зелений — під жовтою. Отже, букет квітів помилково лежить у жовтому контейнері для пластику замість зеленого для біовідходів. На спеціальній картці 2.19 також неправильно викинули пляшку: вона лежить у синьому контейнері для паперу замість червоного для скла. Це хоч і не акт саботажу, але все одно скандал!","Два левых из четырех мусорных баков перед большим шатром перепутаны местами: желтый стоит под зеленой табличкой, а зеленый — под желтой. Следовательно, букет цветов по ошибке лежит в желтом контейнере для пластика вместо зеленого для биоотходов. На специальной карте 2.19 также неправильно выбросили бутылку: она лежит в синем контейнере для бумаги вместо красного для стекла. Это хоть и не акт саботажа, но все равно скандал!"
3-9,question,2,"Wir tun ein gutes Werk und sortieren die falschen Dinge in die richtigen Tonnen. Macht Spaß!
Frage: Wer von uns sieht auf dem eigenen Faltplan vier oder mehr rote Mülltonnen?","We are doing a good deed and sorting the wrong things into the right bins. Fun!
Question: Which of us sees four or more red trash cans on their own folding map?","Ми робимо добру справу та сортуємо неправильні речі по потрібних баках. Весело!
Запитання: Хто з нас бачить чотири або більше червоних сміттєвих баків на своїй складеній карті?","Мы делаем доброе дело и сортируем неправильные вещи по нужным бакам. Весело!
Вопрос: Кто из нас видит четыре или более красных мусорных бака на своей сложенной карте?"
3-10,answer,,"Alle! Osten und Süden sehen jeweils sieben Stück, Westen sechs, Norden vier. Details gefällig? Der rote Mülleimer vorm Festzelt ist nur auf einer Sonderkarte sichtbar und zählt daher nicht mit. Den bei den drehenden Teetassen sehen Westen und Osten. Die zwei hinter „Joe's Tacos“ sehen Norden, Osten und Süden; Westen immerhin einen davon. Weitere zwei stehen jeweils vor der Geisterbahn (S+W) und beim Haupteingang (S), einer zwischen Haupteingang und Lolli-Zelt (O+S+W), einer direkt beim Lolli-Zelt (N+O), einer beim Muscle Car (O+W) und einer zwischen Kettenkarussell und Kinderkarussell (N+O).","All of us! East and South see seven each, West six, North four. Want details? The red trash can in front of the big tent is only visible on a special card and therefore doesn't count. The one near the spinning teacups is seen by West and East. The two behind 'Joe's Tacos' are seen by North, East, and South; West sees at least one of them. Another two are located in front of the haunted house (S+W) and at the main entrance (S), one between the main entrance and the Lolli Tent (E+S+W), one right next to the Lolli Tent (N+E), one by the muscle car (E+W), and one between the wave swinger and the children's carousel (N+E).","Усі! Гравці Схід і Південь бачать по сім штук, Захід — шість, Північ — чотири. Хочете подробиць? Червоний сміттєвий бак перед великим наметом видно лише на спеціальній карті, тому він не рахується. Бак біля обертових чайних чашок бачать Захід і Схід. Два баки за «Joe's Tacos» бачать Північ, Схід і Південь; Захід бачить щонайменше один із них. Ще два стоять перед кімнатою страху (Пд+З) і біля головного входу (Пд), один між головним входом і льодяниковим наметом (Сх+Пд+З), один прямо біля льодяникового намету (Пн+Сх), один біля маслкара (Сх+З) і один між ланцюговою та дитячою каруселями (Пн+Сх).","Все! Игроки Восток и Юг видят по семь штук, Запад — шесть, Север — четыре. Хотите подробностей? Красный мусорный бак перед большим шатром виден только на специальной карте и поэтому не считается. Бак около вращающихся чайных чашек видят Запад и Восток. Два бака за «Joe's Tacos» видят Север, Восток и Юг; Запад видит хотя бы один из них. Еще два стоят перед комнатой страха (Ю+З) и у главного входа (Ю), один между главным входом и леденцовым шатром (В+Ю+З), один прямо у леденцового шатра (С+В), один у масл-кара (В+З) и один между цепочной и детской каруселями (С+В)."
3-11,question,2,"Zufrieden mit unserer Recycling-Awareness dampft Tick ab. Vor lauter Sortierspaß haben wir völlig die Zeit aus den Augen verloren.
Frage: Auf welche Uhr ist Verlass - und wie spät ist es eigentlich?","Satisfied with our recycling awareness, Tick drifts off. With all the sorting fun, we completely lost track of time.
Question: Which clock can be relied upon – and what time is it actually?","Задоволений нашою екологічною усвідомленістю, Тік іде геть. За всіма цими забавними сортуваннями ми зовсім втратили лік часу.
Запитання: На які години можна покластися — і котра зараз взагалі година?","Довольный нашей экологической осознанностью, Тик удаляется. За всеми этими забавными сортировками мы совершенно потеряли счет времени.
Вопрос: На какие часы можно положиться — и сколько сейчас вообще времени?"
3-12,answer,,"Auf unseren Faltplänen und Sonderkarten sehen wir diverse Analoguhren, die aber alle kaputt sind und/oder unterschiedliche Zeiten anzeigen. Verlass ist nur auf die große Digitaluhr am Krankenhaus: Sie gibt die Zeit in englischer Form mit 05:30 Uhr PM an, schließlich ist es ja bereits abends. Es ist also halb sechs bzw. 17:30 Uhr. Natürlich hätte auch einfach ein Blick auf unsere Handys genügt, aber das wäre gegen unser detektives Berufsethos gewesen.","On our folding maps and special cards, we see various analog clocks, but they are all broken and/or show different times. Only the large digital clock at the hospital can be relied upon: it shows the time in English format as 05:30 PM, after all, it is already evening. So it is half past five, or 17:30. Of course, a simple glance at our mobile phones would have sufficed, but that would have been against our professional detective ethics.","На наших складених картах і спеціальних картах мы бачимо різні аналогові годинники, але всі вони зламані та/або показують різний час. Покластися можна лише на великий цифровий годинник на лікарні: він показує час в англійському форматі 05:30 PM, адже вже вечір. Отже, зараз пів на шосту, тобто 17:30. Звісно, можна було просто поглянути на наші телефони, але це суперечило б нашій детективній професійній етиці.","На наших сложенных картах и специальных картах мы видим различные аналоговые часы, но все они сломаны и/или показывают разное время. Положиться можно только на большие цифровые часы на больнице: они показывают время в английском формате 05:30 PM, ведь уже вечер. Значит, сейчас полшестого, то есть 17:30. Конечно, можно было просто взглянуть на наши телефоны, но это противоречило бы нашей детективной профессиональной этике."
3-13,question,2,"17:30 Uhr, um diese Zeit sollte doch eigentlich die große „Spooky Horror Show“ im Festzelt starten. Aufgebracht kommt uns Ella, die älteste Tochter der vermissten Deborah Szabó, entgegen: „Die Flamingos! Welcher Vollpfosten hat die Flamingos aus dem Gehege gelassen?! Wir dachten, bei der Show geht es um Transvestiten und fiese Clowns. Egal, alle lieben Flamingos, wir helfen mal fix bei der Rückholaktion.
Frage: Wie viele Flamingos sind entwischt – und wo ist der Schlüssel für das Gehege?","17:30, at this time the big 'Spooky Horror Show' was supposed to start in the big tent. Ella, the oldest daughter of the missing Deborah Szabó, comes running up to us in a state of agitation: 'The flamingos! Which idiot let the flamingos out of their enclosure?! We thought the show was about transvestites and nasty clowns. Never mind, everyone loves flamingos, let's help quickly with the retrieval operation.'
Question: How many flamingos have escaped – and where is the key to the enclosure?","17:30, у цей час у великому наметі мало розпочатися грандіозне «Spooky Horror Show». Назустріч нам схвильовано біжить Елла, старша донька зниклої Дебори Сабо: «Фламінго! Який бовдур випустив фламінго з вольєра?! Ми ж думали, що шоу про трансвеститів і злісних клоунів. Менше з тим, усі люблять фламінго, нумо швидко допоможемо їх повернути!»
Запитання: Скільки фламінго втекло — і де знаходиться ключ від вольєра?","17:30, в это время в большом шатре должно было начаться грандиозное «Spooky Horror Show». Навстречу нам взволнованно бежит Элла, старшая дочь пропавшей Деборы Сабо: «Фламинго! Какой идиот выпустил фламинго из вольера?! Мы-то думали, что шоу про трансвеститов и злобных клоунов. Неважно, все любят фламинго, давайте быленько поможем вернуть их!»
Вопрос: Сколько фламинго сбежало — и где находится ключ от вольера?"
