card,cardType,level,DE,EN,UK,RU
3-14,question,3,"Wir eilen zurück zum verletzten Otto und verabreichen ihm eine ordentliche Dosis Morphium-Tabletten gegen die Schmerzen. Alsbild entspannen sich seine Gesichtszüge. Selig grinsend murmelt er: „Ah, schon viel besser ... danke euch! Sagt mal, ihr seid doch gut zu Fuß – und ich kann hier ja schlecht weg momentan. Darum: Könnt ihr meine Kollegin Ling für mich suchen? Die ist schon vor Ewigkeiten los, um irgendwas Essbares aufzutreiben. Sie ist kaum zu übersehen, trägt ein schräges Narrenkostüm.“ Narrenkostüm? Besser, wir fragen gar nicht erst nach ...
Frage: Wo ist Ottos Kollegin Ling?","We rush back to the injured Otto and give him a proper dose of morphine tablets for the pain. Immediately his facial features relax. Smiling blissfully, he murmurs: 'Ah, much better ... thank you! Tell me, you are good on your feet – and I can hardly leave here right now. Therefore: Can you search for my colleague Ling for me? She left ages ago to find something edible. She is hard to miss, she is wearing a weird jester costume.' Jester costume? Better not ask ...
Question: Where is Otto's colleague Ling?","Ми поспішаємо назад до пораненого Отто й даємо йому пристойну дозу таблеток морфію від болю. Одразу ж його обличчя розслабляється. Блаженно посміхаючись, він бурмоче: «Ох, уже набагато краще... дякую вам! Слухайте, ви ж люди рухливі — а я звідси зараз навряд чи кудись піду. Тому: чи не могли б ви розшукати для мене мою колегу Лінг? Вона вже бозна-коли пішла шукати щось їстівне. Її важко не помітити, вона вбрана в дивний блазенський костюм». Блазенський костюм? Краще навіть не питати... 
Запитання: Де перебуває колега Отто, Лінг?","Мы спешим обратно к раненому Отто и даем ему приличную дозу таблеток морфия от боли. Тотчас же его лицо расслабляется. Блаженно улыбаясь, он бормочет: «Ох, уже гораздо лучше... спасибо вам! Слушайте, вы ведь люди подвижные — а я отсюда сейчас вряд ли куда-то уйду. Поэтому: не могли бы вы разыскать для меня мою коллегу Линг? Она уже бог весть когда ушла искать что-то съедобное. Ее трудно не заметить, она одета в странный шутовской костюм». Шутовской костюм? Лучше даже не спрашивать... 
Вопрос: Где находится коллега Отто, Линг?"
3-15,answer,,"Ottos Kollegin Ling badet entspannt in der Lagune am Wasserfall. Zwar sehen wir nur ihren Kopf aus dem Wasser ragen, aber sie trägt dieselbe Schnorchel-Ausrüstung, die auch bei Otto liegt. Das besagte Narrenkostüm hat sie neben der Lagune über einen Busch gehängt. Die Narrenkappe liegt neben ihr auf einem Felsen. Nacktbaden olé!","Otto's colleague Ling is relaxing and bathing in the lagoon near the waterfall. Although we only see her head sticking out of the water, she is wearing the same snorkel gear that lies near Otto. She hung the said jester costume over a bush next to the lagoon. The jester's cap lies next to her on a rock. Skinny dipping, ole!","Колега Отто, Лінг, розслаблено купається в лагуні біля водоспаду. Хоча ми бачимо лише її голову, що стирчить із води, на ній таке ж спорядження для снорклінгу, яке лежить поруч із Отто. Згаданий блазенський костюм вона повісила на кущ біля лагуни. А блазенський ковпак лежить поруч із нею на скелі. Голе купання, оле!","Коллега Отто, Линг, расслабленно купается в лагуне у водопада. Хотя мы видим только ее голову, торчащую из воды, на ней такое же снаряжение для снорклинга, какое лежит рядом с Отто. Упомянутый шутовской костюм она повесила на куст возле лагуны. А шутовской колпак лежит рядом с ней на скале. Голое купание, оле!"
3-16,question,2,"Ling erschrickt, als sie uns sieht: „Hilfe, wo kommt ihr denn her?! Otto schickt euch? Lebt der noch? Gut, gut, aber der soll sich mal ruhig noch ein bisschen gedulden – Fuß ab hin oder her. Der Typ war an Bord unseres Schiffes immer der größte Tyrann, alle hatten Angst vor ihm. Und jetzt? Liegt er hilflos da wie ein Baby und fleht mich an, ihm zu helfen. No Sir, jetzt ist erst mal ein bisschen Me-Time angesagt. Die Lagune hier ist mein Happy-Place.“ In diesem Moment ertönt ein Hilferuf, der ironischerweise nicht von Otto stammt: „Uaaah, aua! Meine Füße!“
Frage: Von wem kommt der Hilferuf?","Ling is startled when she sees us: 'Help, where on earth did you come from?! Otto sent you? Is he still alive? Good, good, but he can wait a little longer – foot chopped off or not. That guy was always the biggest tyrant on board our ship, everyone was afraid of him. And now? He lies there helpless like a baby and begs me to help him. No Sir, now it's time for some 'me-time'. This lagoon here is my happy place.' In this moment, a cry for help rings out, which ironically does not come from Otto: 'Uaaah, ouch! My feet!'
Question: Who is the cry for help coming from?","Лінг лякається, коли бачить нас: «Рятуйте, звідки ви взялися?! Вас прислав Отто? Він ще живий? Добре, добре, але нехай він ще трохи зачекає — відірвана стопа чи ні. Цей хлопець на нашому кораблі завжди був найбільшим тираном, усі його боялися. А тепер? Лежить безпорадний, як немовля, і благає мене про допомогу. Ні, сер, зараз у мене час для себе. Ця лагуна — моє улюблене місце відпочинку». У цей момент лунає крик про допомогу, який, за іронією долі, належить не Отто: «Уууааа, ай! Мої ноги!»
Запитання: Від кого лунає крик про допомогу?","Линг пугается, когда видит нас: «Помогите, откуда вы взялись?! Вас прислал Отто? Он еще жив? Хорошо, хорошо, но пусть он еще немного подождет — оторванная стопа или нет. Этот парень на нашем корабле всегда был самым большим тираном, все его боялись. А теперь? Лежит беспомощный, как младенец, и умоляет меня о помощи. Нет, сэр, сейчас у меня время для себя. Эта лагуна — мое любимое место отдыха». В этот момент раздается крик о помощи, который, по иронии судьбы, исходит не от Отто: «Уууааа, ай! Мои ноги!»
Вопрос: От кого исходит крик о помощи?"
3-17,answer,,"Der Hilferuf kommt von einer Person, die kopfüber an einer Schlingenfalle hinter dem Toilettenhaus hin und her baumelt. Schau an, Silvio, unser Geologe ...","The cry for help comes from a person dangling upside down from a loop trap behind the toilet building. Look at that, Silvio, our geologist ...","Крик про допомогу лунає від людини, яка висить догори дриґом у шнуровій пастці (петлі) позаду вбиральні й гойдається туди-сюди. Дивись-но, це ж Сільвіо, наш геолог...","Крик о помощи исходит от человека, который висит вверх тормашками в веревочной ловушке (петле) позади уборной и раскачивается туда-сюда. Смотри-ка, это же Сильвио, наш геолог..."
3-18,question,1,"Wir befreien den hektisch mit den Armen rudernden Silvio aus der Schlinge. Er schnaubt: „Grazie mille! Da schlendert man mir nichts dir nichts umher und zack, schon hängt man hier blöd in der Gegend rum. Welcher Idiot hat die Falle ausgelegt?“ Achtsam wie wir sind, haben wir natürlich schon ein paar weitere Schlingenfallen erspäht.
Frage: Wie viele Schlingenfallen sehen wir insgesamt auf der Insel?","We free Silvio, who is frantically waving his arms, from the loop. He pants: 'Grazie mille! You stroll along minding your own business and bam, you're hanging around here stupidly. Which idiot laid out the trap?' Observant as we are, we have of course already spotted a few other loop traps.
Question: How many loop traps do we see in total on the island?","Ми звільняємо Сільвіо, який гарячково розмахує руками, з петлі. Він пихтить: «Grazie mille! Гуляєш собі спокійно, і раптом — бац, і вже висиш тут як дурень. Який бовдур розставив ці пастки?» Будучи уважними, ми, звісно, вже помітили ще кілька таких пасток-петель.
Запитання: Скільки всього шнурових пасток (петель) ми бачимо на острові?","Мы освобождаем Сильвио, лихорадочно размахивающего руками, из петли. Он пыхтит: «Grazie mille! Гуляешь себе спокойно, и вдруг — бац, и уже висишь тут как дурак. Какой болван расставил эти ловушки?» Будучи внимательными, мы, конечно, уже заметили еще несколько таких ловушек-петель.
Вопрос: Сколько всего веревочных ловушек (петель) мы видим на острове?"
3-19,answer,,"Insgesamt sehen wir vier Schlingenfallen auf der Insel: „Silvios“ Schlingenfalle hinter dem Toilettenhaus, eine weitere zwischen Toilettenhaus und Sternwarte, eine südlich vom Buswrack und eine nördlich vom roten Kastenwagen. An der letztgenannten Falle macht sich gerade ein Mann zu schaffen. Der Mann gehört nicht zu unserer Expeditionsgruppe! Wieso ist der uns bisher noch nicht aufgefallen?!","In total, we see four loop traps on the island: 'Silvio's' loop trap behind the toilet building, another one between the toilet building and the observatory, one south of the bus wreck, and one north of the red van. A man is currently working on the latter trap. The man does not belong to our expedition group! Why haven't we noticed him until now?!","Загалом ми бачимо чотири шнурові пастки на острові: пастку «Сільвіо» за вбиральнею, ще одну між вбиральнею та обсерваторією, одну на південь від уламків автобуса та одну на північ від старого червоного фургона. Біля останньої пастки якраз копирсається якийсь чоловік. Цей чоловік не входить до нашої експедиційної групи! Чому ж ми досі його не помічали?!","Всего мы видим четыре веревочные ловушки на острове: ловушку «Сильвио» за уборной, еще одну между уборной и обсерваторией, одну к югу от обломков автобуса и одну к северу от старого красного фургона. Возле последней ловушки как раз возится какой-то мужчина. Этот мужчина не входит в нашу экспедиционную группу! Почему же мы до сих пор его не замечали?!"
3-20,question,1,"Wir stellen den fremden Mann wegen der Schlingenfallen zur Rede, doch er reagiert hoch-erfreut: „Menschen? Wow, Menschen, endlich! Hi zusammen, ich bin Jerry. Jerry, der Einsiedler. So zumindest nennt mich meine Frau Sheila inzwischen. Wir beide sind nämlich vor vielen Wochen hier mit unserer Perle vor Anker gegangen. Aber schon am zweiten Tag waren die Schlüssel zum Boot weg. Und unser Funkgerät auch! Seither hocken wir hier rum und warten auf Rettung!“
Frage: Welche Gegenstände, die offensichtlich zum Boot von Jerry und Sheila gehören, finden wir auf der Insel?","We confront the foreign man about the loop traps, but he reacts highly delighted: 'Humans? Wow, humans, finally! Hi everyone, I'm Jerry. Jerry the hermit. At least that's what my wife Sheila calls me by now. The two of us anchored here weeks ago with our Pearl. But on the very second day, the keys to the boat were gone. And our radio too! Since then, we've been crouching here waiting for rescue!'
Question: Which objects, which obviously belong to Jerry and Sheila's boat, do we find on the island?","Ми кличемо чужинця до відповіді через розставлені пастки, але він реагує надзвичайно радісно: «Люди? Ого, люди, нарешті! Привіт усім, я Джеррі. Джеррі-відшельник. Так принаймні мене тепер називає моя дружина Шейла. Ми обидва причалили тут кілька тижнів тому на нашій «Перлині». Але вже на другий день ключі від човна зникли. І наша рація теж! З того часу ми сидимо тут і чекаємо на порятунок!»
Запитання: Які предмети, що очевидно належать до човна Джеррі та Шейли, ми бачимо на острові?","Мы призываем чужака к ответу из-за расставленных ловушек, но он реагирует чрезвычайно радостно: «Люди? Ого, люди, наконец-то! Привет всем, я Джерри. Джерри-отшельник. Так по крайней мере меня теперь называет моя жена Шейла. Мы оба причалили здесь несколько недель назад на нашей «Жемчужине». Но уже на второй день ключи от лодки пропали. И наша рация тоже! С тех пор мы сидим здесь и ждем спасения!»
Вопрос: Какие предметы, очевидно принадлежащие к лодке Джерри и Шейлы, мы видим на острове?"
3-21,answer,,"Die „Perle“, wie Jerry sein Boot liebevoll nennt, ist die „Red Pearl“. Das Boot ist durch und durch rot – ebenso wie die drei beschrifteten Gegenstände, die offensichtlich dazu gehören: Der Kühlschrank beim Buswrack, der Kanister auf dem Dach des blauen Matrosenhauses und der Rettungsring beim Flugzeugwrack. Merkwürdig, Jerrys Schlüssel-Geschichte gleicht haargenau der unseren. Auch unsere Schlüssel und unser Funkgerät sind nach wie vor verschwunden. Kerry-Ann sowieso.","The 'Pearl', as Jerry lovingly calls his boat, is the 'Red Pearl'. The boat is red through and through – just like the three labeled objects that obviously belong to it: The refrigerator near the bus wreck, the canister on the roof of the blue sailor's house, and the lifebuoy near the plane wreck. Strange, Jerry's key story matches ours exactly. Our keys and our radio are still missing as well. Kerry-Ann anyway.","«Перлина», як любовно називає свій човен Джеррі, — це «Red Pearl». Човен повністю червоний, так само як і три підписані предмети, які явно належать до нього: холодильник біля уламків автобуса, каністра на даху синього будинку матросів та рятувальний круг біля уламків літака. Дивно, історія Джеррі з ключами точнісінько копіює нашу. Наші ключі та наша рація також безслідно зникли. І Керрі-Енн також.","«Жемчужина», как любовно называет свою лодку Джерри, — это «Red Pearl». Лодка полностью красная, так же как и три подписанных предмета, явно принадлежащие к ней: холодильник возле обломков автобуса, канистра на крыше синего дома матросов и спасательный круг возле обломков самолета. Странно, история Джерри с ключами точь-в-точь копирует нашу. Наши ключи и наша рация тоже бесследно пропали. И Керри-Энн тоже."
3-22,question,2,"Aber können wir Jerry einfach so glauben? Warum legt er Fallen aus? Er berichtet uns von einer Art unheimlichem Monster, das nachts auf der Insel sein Unwesen treibt und dem er mit den Fallen den Kampf ansagen will. „Habt ihr etwa das schreckliche Geheul noch nicht gehört? Das stammt nicht vom Vulkan, nein. Ich sag's euch, das ist das Monster!“ Ungläubig schauen wir ihn an. „Wenn ihr mir nicht glaubt, dann fragt doch meine Frau Sheila. Sie hat das Monster schon mit eigenen Augen gesehen! Ihr findet sie beim alten Bootswrack.“
Frage: In welche Himmelsrichtung müssen wir laufen, um zum alten Bootswrack zu kommen?","But can we just believe Jerry like that? Why does he lay out traps? He tells us about a kind of scary monster that causes mischief on the island at night, and which he wants to fight with the traps. 'Have you not heard the terrible howling yet? That doesn't come from the volcano, no. I'm telling you, that is the monster!' Disbelievingly, we look at him. 'If you don't believe me, ask my wife Sheila. She has seen the monster with her own eyes! You can find her near the old boat wreck.'
Question: Which direction of the compass do we have to walk to get to the old boat wreck?","Але чи можемо ми просто так вірити Джеррі? Чому він розставляє пастки? Він розповідає нам про якесь моторошне чудовисько, яке вечами блукає островом і якому він хоче оголосити війну за допомогою пасток. «Хіба ви ще не чули це жахливе виття? Воно йде не від вулкана, ні. Кажу вам, це монстр!» Ми дивимося на нього з недовірою. «Якщо не вірите мені, запитайте мою дружину Шейлу. Вона бачила монстра на власні очі! Ви знайдете її біля старих уламків човна».
Запитання: У якому напрямку світу нам потрібно йти, щоб дістатися до старих уламків човна?","Но можем ли мы просто так верить Джерри? Почему он расставляет ловушки? Он рассказывает нам о каком-то жутком чудовище, которое по ночам бродит по острову и которому он хочет объявить войну с помощью ловушек. «Разве вы еще не слышали этот ужасный вой? Он исходит не от вулкана, нет. Говорю вам, это монстр!» Мы смотрим на него с недоверием. «Если не верите мне, спросите мою жену Шейлу. Она видела монстра своими собственными глазами! Вы найдете ее возле старых обломков лодки».
Вопрос: В каком направлении света нам нужно идти, чтобы добраться до старых обломков лодки?"
3-23,answer,,"Auf unseren Faltplänen können wir das alte Bootswrack zwar nicht entdecken. Aber glücklicherweise haben wir ja noch unsere altbewährten Drohnenaufnahmen: Das in zwei Teile gebrochene, hölzerne Wrack liegt im Nordosten der Insel. Wir machen uns auf den Weg dorthin, um Jerrys Frau Sheila zu treffen. Die zwei Armen – wenn sie wirklich schon so lange auf der Insel festsitzen, dann dürfte die radioaktive Strahlenbelastung ihnen inzwischen übel mitgespielt haben! Wir beschließen, dieses Thema in ihrer Gegenwart vorerst nicht zu erwähnen.","We can't spot the old boat wreck on our folding maps. But fortunately, we still have our tried-and-tested drone footage: The wooden wreck, broken in two, lies in the northeast of the island. We make our way there to meet Jerry's wife Sheila. The two poor souls – if they have really been stuck on the island for so long, the radioactive radiation must have taken a heavy toll on them by now! We decide not to mention this topic in their presence for now.","На наших розкладних планах ми не знаходимо старого уламка човна. Але, на щастя, у нас є наші старі добрі знімки з дронів: розбитий навпіл дерев'яний човен лежить на північному сході острова. Ми вирушаємо туди, щоб зустріти дружину Джеррі, Шейлу. Бідолахи — якщо вони справді так довго застрягли на острові, то радіоактивне опромінення вже мало сильно їм зашкодити! Ми вирішуємо поки що не згадувати цю тему в їхній присутності.","На наших раскладных планах мы не находим старого обломка лодки. Но, к счастью, у нас есть наши старые добрые снимки с дронов: разбитая пополам деревянная лодка лежит на северо-востоке острова. Мы отправляемя туда, чтобы встретить жену Джерри, Шейлу. Бедняги — если они действительно так долго застряли на острове, то радиоактивное облучение уже должно было сильно им навредить! Мы решаем пока не упоминать эту тему в их присутствии."
3-24,question,2,"Beim Bootswrack angekommen, finden wir leider nicht den Hauch einer Spur von Sheila. Hat Jerry uns angelogen? Oder hat Sheila Jerry angelogen? Wir sind auf dem Rückweg zu Jerry, um ihn erneut zu befragen. Da ertönt plötzlich wieder das „monströse“ Geheul, dieses Mal lauter als sonst. Hoch oben an der Festungsmauer entdecken wir einen riesigen Lautsprecher. Das Geheul scheint aus dem Lautsprecher zu klingen. Wir folgen dem von der Decke herabhängenden Kabel – vielleicht finden wir am anderen Ende den Grund für das Geräusch.
Frage: Wohin führt das Kabel des Lautsprechers an der Festungsmauer?","Arrived at the boat wreck, we unfortunately find no trace of Sheila. Did Jerry lie to us? Or did Sheila lie to Jerry? We are on the way back to Jerry to question him again. Then suddenly the 'monstrous' howling sounds again, this time louder than usual. High up on the fortress wall we discover a huge speaker. The howling seems to come from the speaker. We follow the cable hanging down from the ceiling – maybe we will find the reason for the noise at the other end.
Question: Where does the cable of the loudspeaker on the fortress wall lead?","Прибувши до уламків човна, ми, на жаль, не знаходимо жодного сліду Шейли. Чи збрехав нам Джеррі? Чи Шейла збрехала Джеррі? Ми повертаємося назад до Джеррі, щоб знову його розпитати. Раптом знову лунає «монструозне» виття, цього разу голосніше, ніж зазвичай. Високо на стіні фортеці ми помічаємо величезний гучномовець. Схоже, виття лунає саме з нього. Ми йдемо за кабелем, що звисає зі стіни — можливо, на іншому кінці ми знайдемо джерело цього звуку.
Запитання: Куди веде кабель від гучномовця на стіні фортеці?","Прибыв к обломкам лодки, мы, к сожалению, не находим ни малейшего следа Шейлы. Солгал ли нам Джерри? Или Шейла солгала Джерри? Мы возвращаемся обратно к Джерри, чтобы снова его расспросить. Вдруг снова раздается «монструозный» вой, на этот раз громче, чем обычно. Высоко на стене крепости мы замечаем огромный громкоговоритель. Похоже, вой исходит именно из него. Мы идем по кабелю, свисающему со стены — возможно, на другом конце мы найдем источник этого звука.
Вопрос: Куда ведет кабель от громкоговорителя на стене крепости?"
3-25,answer,,"Das besagte Lautsprecherkabel führt die Festungsmauer hinab, vor dem Trafohaus entlang, hin zu zwei Solarplatten, die auf dem Flügel des Flugzeugwracks montiert sind. Der Lautsprecher bekommt seinen Strom also über eine kleine Photovoltaik-Anlage. Interessant, aber den Grund für die Geräusche, geschweige denn ein Monster, finden wir hier nicht.","The said speaker cable leads down the fortress wall, along the front of the transformer house, to two solar panels mounted on the wing of the plane wreck. So the speaker gets its power from a small photovoltaic system. Interesting, but we don't find the reason for the noises, let alone a monster, here.","Згаданий кабель від гучномовця йде вниз по стіні фортеці, вздовж трансформаторної будки, аж до двох сонячних панелей, встановлених на крилі уламків літака. Отже, гучномовець отримує живлення від невеликої фотоелектричної системи. Цікаво, але джерела звуку, а тим більше монстра, ми тут не знаходимо.","Упомянутый кабель от громкоговорителя идет вниз по стене крепости, вдоль трансформаторной будки, вплоть до двух солнечных панелей, установленных на крыле обломков самолета. Таким образом, громкоговоритель получает питание от небольшой фотоэлектрической системы. Интересно, но источника звука, а тем более монстра, мы здесь не находим."
3-26,question,1,"Wir schauen uns um und entdecken noch einen zweiten Lautsprecher. Dieser hat bislang noch keine Geräusche von sich gegeben.
Frage: Warum funktioniert der zweite Lautsprecher nicht?","We look around and discover a second speaker. This one has not made any noise so far.
Question: Why is the second speaker not working?","Ми озираємося навколо й помічаємо другий гучномовець. Він досі не видавав жодних звуків.
Запитання: Чому не працює другий гучномовець?","Мы оглядываемся вокруг и замечаем второй громкоговоритель. Он до сих пор не издавал никаких звуков.
Вопрос: Почему не работает второй громкоговоритель?"
3-27,answer,,"Der zweite Lautsprecher hängt am Kirchturm. Irgendjemand hat in der Nähe des Friedhofs ein neues Grab angelegt. Dann hat die Person ihren Spaten neben dem Grab in die Erde gerammt und dabei vorsätzlich oder aus Versehen das Kabel des zweiten Lautsprechers gekappt. Einen kurzen Moment lang beschleicht uns der düstere Gedanke, dass hier unsere verschwundene Expeditionsleiterin Kerry-Ann begraben liegen könnte. Aber Entwarnung: Die Erde ist nicht mehr frisch genug – das Grab muss schon einige Tage vor unserer Ankunft angelegt worden sein.","The second speaker hangs on the church tower. Someone has dug a new grave near the cemetery. Then the person rammed their shovel into the ground next to the grave and, intentionally or accidentally, cut the cable of the second speaker. For a short moment, we get the dark thought that our missing expedition leader Kerry-Ann might be buried here. But false alarm: the soil is no longer fresh – the grave must have been dug several days before our arrival.","Другий гучномовець висить на церковній дзвіниці. Хтось вирив нову могилу біля кладовища. Потім ця людина встромила свою лопату в землю поруч із могилою й при цьому — навмисно чи випадково — перебила кабель другого гучномовця. На якусь мить у нас виникає похмура думка, що тут може бути похована наша зникла керівниця Керрі-Енн. Але можемо заспокоїтися: земля вже не свіжа — могилу вирили за кілька днів до нашого прибуття.","Второй громкоговоритель висит на церковной колокольне. Кто-то вырыл новую могилу возле кладбища. Затем этот человек вонзил свою лопату в землю рядом с могилой и при этом — намеренно или случайно — перебил кабель второго громкоговорителя. На какой-то миг у нас возникает мрачная мысль, что здесь может быть похоронена наш пропавший руководитель Керри-Энн. Но можем успокоиться: земля уже не свежая — могилу вырыли за несколько дней до нашего прибытия."
3-28,question,3,"Trotzdem drängen sich zwei Fragen auf: Wer hat das Grab angelegt? Und wer oder was ist hier begraben? Das kleine Holzkreuz trägt keine Inschrift. Daher können wir aktuell nur spekulieren. Tun wir einfach das, was wir am besten können: zählen!
Frage: Wie viele Gräber sehen wir auf der Insel?","Nevertheless, two questions arise: Who dug the grave? And who or what is buried here? The small wooden cross has no inscription. Therefore, we can currently only speculate. Let's just do what we do best: count!
Question: How many graves do we see on the island?","Проте виникають два питання: хто вирив цю могилу? І хто або що тут поховано? На маленькому дерев'яному хресті немає жодного напису. Тому зараз ми можемо лише будувати здогадки. Давайте зробимо те, що ми вміємо найкраще: порахуємо!
Запитання: Скільки могил ми бачимо на острові?","Тем не менее возникают два вопроса: кто вырыл эту могилу? И кто или что здесь похоронено? На маленьком деревянном кресте нет никакой надписи. Поэтому сейчас мы можем только строить догадки. Давайте сделаем то, что мы умеем лучше всего: посчитаем!
Вопрос: Сколько могил мы видим на острове?"
3-29,answer,,"Insgesamt sehen wir elf Gräber auf der Insel. Auf dem Friedhof sind acht alte Gräber plus das ominöse, neu angelegte Grab. Ein Grab ist neben dem Kapitänshaus und eines im Höhlenbogen zwischen Labor und Toilettenhaus. Wir fragen uns, ob und wie all diese merkwürdigen Dinge zusammenhängen: das Verschwinden von Kerry-Ann, die entwendeten Sachen, die Gräber, die Radioaktivität, das Geheule, das angebliche Monster. Wir beschließen, das „Verhör“ mit Jerry aufzuschieben. Stattdessen tun wir etwas, was wir vielleicht schon viel früher hätten tun sollen: Wir begeben uns in die alte Festung ...","In total, we see eleven graves on the island. In the cemetery, there are eight old graves plus the ominous, newly dug grave. One grave is next to the Captain's House and one in the cave arch between the laboratory and the toilet building. We wonder if and how all these strange things are connected: Kerry-Ann's disappearance, the stolen things, the graves, the radioactivity, the howling, the alleged monster. We decide to postpone the 'interrogation' of Jerry. Instead, we do something we probably should have done much earlier: we enter the old fortress ...","Загалом ми бачимо одинадцять могил на острові. На кладовищі розташовані вісім старих могил плюс та сама загадкова нова могила. Ще одна могила лежить біля капітанського будинку і одна — в арці печери між лабораторією та вбиральнею. Ми думаємо, чи пов'язані між собою всі ці дивні речі: зникнення Керрі-Енн, вкрадені речі, могили, радіоактивність, виття та вигадане чудовисько. Ми вирішуємо відкласти «допит» Джеррі. Замість цього зробимо те, що мали зробити набагато раніше: ми вирушаємо до старої фортеці...","Всего мы видим одиннадцать могил на острове. На кладбище находятся восемь старых могил плюс та самая загадочная новая могила. Еще одна могила лежит возле капитанского дома и одна — в арке пещеры между лабораторией и уборной. Мы думаем, связаны ли между собой все эти странные вещи: исчезновение Керри-Энн, украденные вещи, могилы, радиаоактивность, вой и выдуманное чудовище. Мы решаем отложить «допрос» Джерри. Вместо этого сделаем то, что должны были сделать гораздо раньше: мы отправляемся в старую крепость..."
3-30,image,,[Bild: Das Innere der Festung mit einem biologischen Schutzbereich und einem Zelt],[Image: The interior of the fortress with a biohazard containment area and a tent],[Зображення: Інтер'єр фортеці з зоною біологічного захисту та наметом],[Изображение: Интерьер крепости с зоной биологической защиты и палаткой]
3-31,image,,[Bild: Jemand untersucht goldene Statuen im Inneren der Festung],[Image: Someone examining golden statues inside the fortress],[Зображення: Хтось досліджує золоті статуї всередині фортеці],[Изображение: Кто-то исследует золотые статуи внутри крепости]
3-32,question,2,"Die Festung ist wahrhaft beeindruckend! Wie viele Schiffe der alte Haudegen Edward Davis wohl geplündert haben muss, um sich all das hier leisten zu können? Staunend blicken wir uns um ... nanu? Wir sind nicht allein!
Frage: Auf wen treffen wir in der Festung - und wo haben wir diese Person schon gesehen?","The fortress is truly impressive! How many ships must the old warrior Edward Davis have plundered to be able to afford all of this here? Wondrously, we look around ... wait? We are not alone!
Question: Who do we meet in the fortress – and where have we seen this person before?","Фортеця справді вражає! Скільки ж кораблів мав розграбувати старий вояка Едвард Девіс, щоб дозволити собі все це? Ми озираємося навколо із захопленням... ого! Ми тут не самі!
Запитання: Кого ми зустрічаємо у фортеці — і де ми вже бачили цю людину раніше?","Крепость действительно впечатляет! Сколько же кораблей должен был разграбить старый вояка Эдвард Дэвис, чтобы позволить себе все это? Мы оглядываемся вокруг с восхищением... ого! Мы здесь не одни!
Вопрос: Кого мы встречаем в крепости — и где мы уже видели этого человека раньше?"
3-33,answer,,"Im Inneren der Festung treffen wir auf Carmen. Eben jene Carmen, die wir bereits im Labor und auf Toms zerrissenem Foto gesehen haben. Eben jene Carmen, die deren pinke Capri-Hosen auf der Gepäckliste vermerkt sind, von der wir aber immer noch nicht wissen, warum sie eigentlich Teil unserer Expeditionsgruppe ist.","Inside the fortress, we meet Carmen. The very same Carmen whom we have already seen in the laboratory and on Tom's torn photo. The very same Carmen whose pink Capri pants are noted on the luggage list, but of whom we still don't know why she is actually part of our expedition group.","Всередині фортеці ми зустрічаємо Кармен. Ту саму Кармен, яку ми вже бачили в лабораторії та на розірваному фото Тома. Ту саму Кармен, чиї рожеві штани капрі значаться у списку багажу, але про яку ми досі не знаємо, чому вона взагалі входить до нашої експедиційної групи.","Внутри крепости мы встречаем Кармен. Ту самую Кармен, которую мы уже видели в лаборатории и на разорванном фото Тома. Ту самую Кармен, чьи розовые брюки капри значатся в списке багажа, но о которой мы до сих пор не знаем, почему она вообще входит в нашу экспедиционную группу."
3-34,question,1,"Carmen zuckt zusammen: „Boah, ihr schon wieder?! Erschreckt mich doch nicht immer so. Verfolgt ihr mich etwa?“ Carmen verhält sich merkwürdig.
Frage: Was versucht Carmen vor uns geheim zu halten?","Carmen startles: 'Wow, you guys again?! Don't always scare me like that. Are you following me?' Carmen behaves strangely.
Question: What is Carmen trying to keep secret from us?","Кармен здригається: «Ой, знову ви?! Не лякайте мене так постійно. Ви що, переслідуєте мене?» Кармен поводиться дуже дивно.
Запитання: Що саме Кармен намагається приховати від нас?","Кармен вздрагивает: «Ой, опять вы?! Не пугайте меня так постоянно. Вы что, преследуете меня?» Кармен ведет себя очень странно.
Вопрос: Что именно Кармен пытается скрыть от нас?"
